ida	idb	crca	crcb	pdockq	label	dataset
Q96QF0	Q99909	CRC-DD77781823038F15	CRC-988294793159C36E		0	negatome
Q96QF0	Q99909	CRC-DD77781823038F15	CRC-988294793159C36E		0	negatome
P50591	Q68396	CRC-DDAAAF78DAAB2F6D	CRC-4874D6CC0B1646F5		0	negatome
P50591	Q9YP87	CRC-DDAAAF78DAAB2F6D	CRC-FC720DA743F62A2A		0	negatome
P12978	Q8AZK7	CRC-DEF40D7F8ED61D1A	CRC-CD2C6C3B737AC1E9		0	negatome
P19491	Q8K430	CRC-DEFA817027C1CCD1	CRC-911D9F08883DA1BC		0	negatome
O14775	Q6Y2X3	CRC-E001B07FCFA587AD	CRC-DAECF48B7196C7F2		0	negatome
P02545	P04792	CRC-E0855F7699F0318B	CRC-1B4DC44A6F6606D5		0	negatome
P02545	P49069	CRC-E0855F7699F0318B	CRC-22DCD8CF022FEF09		0	negatome
P02545	P31946	CRC-E0855F7699F0318B	CRC-6BE1A9BF97468017		0	negatome
P02545	Q9D666	CRC-E0855F7699F0318B	CRC-B9872C8F2E044964		0	negatome
Q07817	Q7Z434	CRC-E09D3CDD851AE9BE	CRC-0E23E3E115941EE8		0	negatome
Q07817	Q07820	CRC-E09D3CDD851AE9BE	CRC-D85821AC59275F1F		0	negatome
Q07817	Q07820-1	CRC-E09D3CDD851AE9BE	CRC-D85821AC59275F1F		0	negatome
Q07817	Q07820-2	CRC-E09D3CDD851AE9BE	CRC-D85821AC59275F1F		0	negatome
O88346	P0C605	CRC-E0B0FE519714FBE1	CRC-51878E2D27F26A22		0	negatome
O88346	Q61410	CRC-E0B0FE519714FBE1	CRC-74F9D9A6835711A5		0	negatome
Q60954	Q789F3	CRC-E0C32B5CE25E1E2C	CRC-FEC6C89295E0A913		0	negatome
P46531	P80370	CRC-E173C872D195F028	CRC-9A2813B2801A98BD		0	negatome
Q04771	Q13347	CRC-E2B0F051D19DD052	CRC-02797BB72A752A96		0	negatome
P68254	Q8CBD1	CRC-E30471260E8B366E	CRC-56ABD0C2A5AAC0A1		0	negatome
P55854	Q16891	CRC-E337E34CB5B3B187	CRC-357F25DCABB02E50		0	negatome
P55854	Q9H213	CRC-E337E34CB5B3B187	CRC-408C59F0CCAA6781		0	negatome
P55854	Q9UKY1	CRC-E337E34CB5B3B187	CRC-66CF1CEC5EF824E5		0	negatome
P55854	Q7L311	CRC-E337E34CB5B3B187	CRC-7627CBFFE61C329B		0	negatome
P55854	Q5T3J3	CRC-E337E34CB5B3B187	CRC-D39A2BB494F16AAA		0	negatome
P55854	P55854	CRC-E337E34CB5B3B187	CRC-E337E34CB5B3B187		0	negatome
P55854	Q8NI70	CRC-E337E34CB5B3B187	CRC-F073C2BA91FE0059		0	negatome
Q16384	Q9Y2D8	CRC-E440D1B2AE3AE9F7	CRC-427903EF86A6FE31		0	negatome
Q16384	Q9Y2D8	CRC-E440D1B2AE3AE9F7	CRC-427903EF86A6FE31		0	negatome
Q16384	Q96QF0	CRC-E440D1B2AE3AE9F7	CRC-DD77781823038F15		0	negatome
Q16384	Q96QF0	CRC-E440D1B2AE3AE9F7	CRC-DD77781823038F15		0	negatome
P56371	Q80T23	CRC-E471820A506CDA01	CRC-C1560AB677818B57		0	negatome
P56371	Q91V27	CRC-E471820A506CDA01	CRC-C91444B16B8EFA1D		0	negatome
P56371	Q9D0C1	CRC-E471820A506CDA01	CRC-DF89F268AFE91625		0	negatome
P97287	Q07813	CRC-E4FD369DB0EC6723	CRC-D2E0B3566579FAFF		0	negatome
P10809	P35222	CRC-E51E1BAD9615899C	CRC-CB78F165A3EEF86E		0	negatome
P42771	Q9UBD5	CRC-E59C0E6174B48255	CRC-E713569A11B39B1C		0	negatome
P55209	P61073	CRC-E5B2EAA4EAE551D2	CRC-8C8476A186786B83		0	negatome
O43524	Q99576	CRC-E5B4E830665A9982	CRC-77B1024969FA8687		0	negatome
P35367	Q9UBB6	CRC-E5DB418A4C17A985	CRC-FA8D46B06CE1F5AB		0	negatome
P02925	P0AG86	CRC-E5FA305A64EF3ACE	CRC-00514C5F393A643D		0	negatome
P27361	Q49A26	CRC-E6020CE413EC41F7	CRC-2327FC8164B338B7		0	negatome
P27361	Q9BV47	CRC-E6020CE413EC41F7	CRC-60E944304905086D		0	negatome
P27361	Q9H2B2	CRC-E6020CE413EC41F7	CRC-DA3D4CB175CB528D		0	negatome
P03169	P63165	CRC-E6041928A91A5867	CRC-89BE97D2D054FB33		0	negatome
P03169	P63279	CRC-E6041928A91A5867	CRC-E2C826E9C8D0683D		0	negatome
Q505F1	Q60953	CRC-E639AF3E5312918D	CRC-6A2F93F4CD482FDD		0	negatome
O43508	Q68396	CRC-E660843361C28EBA	CRC-4874D6CC0B1646F5		0	negatome
P23299	Q9WTW2	CRC-E66DF4742300E839	CRC-92E7C8C2284A8804		0	negatome
P30260	P50750	CRC-E6C8F59C1EF1DCBA	CRC-69E851CC6F7A0388		0	negatome
Q13905	Q9UHJ6	CRC-E700631A0EE76CA1	CRC-0C930B380826AC1E		0	negatome
Q9UBD5	Q9UBD5	CRC-E713569A11B39B1C	CRC-E713569A11B39B1C		0	negatome
Q02763	Q9Y5C1	CRC-E739DEC3E4FEB124	CRC-6279465FEEB91F56		0	negatome
P03966	Q3UPW8	CRC-E7AFD3DCBCABF290	CRC-155DA78B9E77DF88		0	negatome
Q6P2Q9	Q9BUQ8	CRC-E823A15C60EA61C9	CRC-01DD5BCF8BFBA2DB		0	negatome
Q6P2Q9	Q8WWY3	CRC-E823A15C60EA61C9	CRC-7B50EC4C3393795C		0	negatome
Q6P2Q9	Q6P2Q9	CRC-E823A15C60EA61C9	CRC-E823A15C60EA61C9		0	negatome
P28482	Q8TAX0	CRC-E85D0B2A5D2D724E	CRC-3D15ED2565C954E3		0	negatome
P10276	Q6EMB2	CRC-E8D1CF9A1E57CB99	CRC-01441AFE6925AEDF		0	negatome
P10276	P32494	CRC-E8D1CF9A1E57CB99	CRC-489016BFD1C095D4		0	negatome
P10276	Q92786	CRC-E8D1CF9A1E57CB99	CRC-D243CEB421B313CA		0	negatome
Q14192	Q8TAU0	CRC-E94E3A7F6601F9F3	CRC-10A279CFA3C8A6DB		0	negatome
Q14192	Q16828	CRC-E94E3A7F6601F9F3	CRC-386612227F5D3B2A		0	negatome
Q14192	Q70SY1	CRC-E94E3A7F6601F9F3	CRC-64699072EEB454D3		0	negatome
Q14192	Q8TBX8	CRC-E94E3A7F6601F9F3	CRC-65D1CBCF0826D476		0	negatome
Q14192	Q93096	CRC-E94E3A7F6601F9F3	CRC-702008013D3F3835		0	negatome
Q14192	Q92730	CRC-E94E3A7F6601F9F3	CRC-9FD56ACB878FBCCA		0	negatome
Q14192	Q9UH92	CRC-E94E3A7F6601F9F3	CRC-D1981730051473C5		0	negatome
Q14192	Q9H6S3	CRC-E94E3A7F6601F9F3	CRC-DAB07744B04CFEE2		0	negatome
P02776	P21109	CRC-E96C2EFE9B944D85	CRC-EFE49ACB9D1E0F21		0	negatome
Q9Y3B2	Q9Y3B2	CRC-E9C3B0A66F911195	CRC-E9C3B0A66F911195		0	negatome
Q8TEQ6	Q9H840	CRC-EA5293F395BBF14E	CRC-6E118922AFDCF567		0	negatome
Q8TEQ6	Q8WXD5	CRC-EA5293F395BBF14E	CRC-908EEFDA73A0C07F		0	negatome
E5LBX1	Q8IUC6	CRC-EA80817CB9BD0100	CRC-5D071E3BE9240D9A		0	negatome
P09038	P22455	CRC-EAE98552A39D5E19	CRC-B22B259831BB889F		0	negatome
P09038	P22607-3	CRC-EAE98552A39D5E19	CRC-BC5EA75EA46F447E		0	negatome
P62199	P69908	CRC-EB2B188A90AD508D	CRC-86F963E710553E22		0	negatome
P25100	P41220	CRC-EBEB134CF20A4988	CRC-EFFE4AE47EF9AD8F		0	negatome
P05943	P35213	CRC-EC12960C177F1BBC	CRC-B663D1F2182F9C43		0	negatome
Q01728	Q3T1J5	CRC-EC456CFE3AFC6A69	CRC-A9CB8F70AB408A37		0	negatome
P18847	P25963	CRC-EC5D8F065EEE2D9C	CRC-088B313226786395		0	negatome
P18847	Q9H9D4	CRC-EC5D8F065EEE2D9C	CRC-0D3CDA7572D17721		0	negatome
P18847	Q92785	CRC-EC5D8F065EEE2D9C	CRC-1044B4D3036075FC		0	negatome
P18847	Q8TAU0	CRC-EC5D8F065EEE2D9C	CRC-10A279CFA3C8A6DB		0	negatome
P18847	Q16828	CRC-EC5D8F065EEE2D9C	CRC-386612227F5D3B2A		0	negatome
P18847	P18848	CRC-EC5D8F065EEE2D9C	CRC-3BBB7379DC3B0D07		0	negatome
P18847	Q9H2S9	CRC-EC5D8F065EEE2D9C	CRC-42AE169A3E2E14D3		0	negatome
P18847	P41240	CRC-EC5D8F065EEE2D9C	CRC-431023A88C54E00C		0	negatome
P18847	Q68DY1	CRC-EC5D8F065EEE2D9C	CRC-4F631D271B872653		0	negatome
P18847	P62879	CRC-EC5D8F065EEE2D9C	CRC-5D08FFA240ADEEE6		0	negatome
P18847	Q9UHX1	CRC-EC5D8F065EEE2D9C	CRC-619F3C30D1C5951C		0	negatome
P18847	Q70SY1	CRC-EC5D8F065EEE2D9C	CRC-64699072EEB454D3		0	negatome
P18847	Q8TBX8	CRC-EC5D8F065EEE2D9C	CRC-65D1CBCF0826D476		0	negatome
P18847	P62158	CRC-EC5D8F065EEE2D9C	CRC-6B4BC3FCDE10727B		0	negatome
P18847	Q93096	CRC-EC5D8F065EEE2D9C	CRC-702008013D3F3835		0	negatome
P18847	Q92730	CRC-EC5D8F065EEE2D9C	CRC-9FD56ACB878FBCCA		0	negatome
P18847	Q9NQX6	CRC-EC5D8F065EEE2D9C	CRC-A9DB42D0870A7767		0	negatome
P18847	P31150	CRC-EC5D8F065EEE2D9C	CRC-BC283A445E50A652		0	negatome
P18847	Q9UHR5	CRC-EC5D8F065EEE2D9C	CRC-C48CEFBD73CE82BC		0	negatome
P18847	Q9UH92	CRC-EC5D8F065EEE2D9C	CRC-D1981730051473C5		0	negatome
P18847	Q9H6S3	CRC-EC5D8F065EEE2D9C	CRC-DAB07744B04CFEE2		0	negatome
P18847	P36915	CRC-EC5D8F065EEE2D9C	CRC-F8EBB4EDBB73D929		0	negatome
Q15311	Q16046	CRC-EC6F75329FD8D062	CRC-9BA4B410B65B6CB1		0	negatome
P15247	P26955	CRC-ECD944632CE837C7	CRC-8E30ECB42C67F89A		0	negatome
O75190	P02533	CRC-ECF1628BF7A524F3	CRC-120BA30BA2F8E397		0	negatome
O75190	P17661	CRC-ECF1628BF7A524F3	CRC-1B5D9EA93C3BB319		0	negatome
O75190	P08670	CRC-ECF1628BF7A524F3	CRC-BAB54026665B015A		0	negatome
O75190	P14136	CRC-ECF1628BF7A524F3	CRC-E6C3B3454C3F1250		0	negatome
O75190	P13647	CRC-ECF1628BF7A524F3	CRC-E9D5318E01F55145		0	negatome
P02340	P06876	CRC-ED5A607378D921D7	CRC-0C6308E584726D01		0	negatome
P02340	P03073	CRC-ED5A607378D921D7	CRC-34E00D0612BA7E93		0	negatome
P02340	P23804-2	CRC-ED5A607378D921D7	CRC-4ABF489A82038DF4		0	negatome
P02340	Q6I6G8	CRC-ED5A607378D921D7	CRC-6711C52EA0AF9CBF		0	negatome
O15530	P56277	CRC-ED8C0306DC4D0653	CRC-0646725C35A915D9		0	negatome
O15530	O95988	CRC-ED8C0306DC4D0653	CRC-6BA2CF3F40F78B4D		0	negatome
O15530	P56279	CRC-ED8C0306DC4D0653	CRC-90D55ABC97C36D04		0	negatome
Q64343	Q9DBM0	CRC-EDDC6AFBD43950B6	CRC-78012611A5DF2589		0	negatome
P83876	Q15029	CRC-EDDDAD7ADAEE87F3	CRC-862BD6CA7993F118		0	negatome
P83876	Q6P2Q9	CRC-EDDDAD7ADAEE87F3	CRC-E823A15C60EA61C9		0	negatome
P83876	P83876	CRC-EDDDAD7ADAEE87F3	CRC-EDDDAD7ADAEE87F3		0	negatome
P49674	Q96EV8	CRC-EE1B1698AE914324	CRC-0504C86E12B66C08		0	negatome
P09693	P43403	CRC-EE65C0186FB9872B	CRC-D1E1A8EC66FA116F		0	negatome
P01112	Q16539	CRC-EE6DC2D933E2856A	CRC-286C81D0487618B3		0	negatome
P01112	P45983	CRC-EE6DC2D933E2856A	CRC-94FB6BE0358B9B60		0	negatome
P01112	P28482	CRC-EE6DC2D933E2856A	CRC-E85D0B2A5D2D724E		0	negatome
P01112	Q7Z6M1	CRC-EE6DC2D933E2856A	CRC-FBB17B9C6260C62E		0	negatome
P13574	P17839	CRC-EE7371F18BBC0337	CRC-4E7591AD85654C1C		0	negatome
Q9WVB9	Q9Z136	CRC-EEC4AA99A117D22A	CRC-CB5AE6A12AE3B0A1		0	negatome
O60896	P41587	CRC-EEEE312496EF513C	CRC-265A43A70BE09699		0	negatome
P17036	P25963	CRC-EEF50906695779A6	CRC-088B313226786395		0	negatome
P17036	Q9H9D4	CRC-EEF50906695779A6	CRC-0D3CDA7572D17721		0	negatome
P17036	Q92785	CRC-EEF50906695779A6	CRC-1044B4D3036075FC		0	negatome
P17036	Q8TAU0	CRC-EEF50906695779A6	CRC-10A279CFA3C8A6DB		0	negatome
P17036	Q16828	CRC-EEF50906695779A6	CRC-386612227F5D3B2A		0	negatome
P17036	P18848	CRC-EEF50906695779A6	CRC-3BBB7379DC3B0D07		0	negatome
P17036	Q9H2S9	CRC-EEF50906695779A6	CRC-42AE169A3E2E14D3		0	negatome
P17036	P41240	CRC-EEF50906695779A6	CRC-431023A88C54E00C		0	negatome
P17036	Q68DY1	CRC-EEF50906695779A6	CRC-4F631D271B872653		0	negatome
P17036	P62879	CRC-EEF50906695779A6	CRC-5D08FFA240ADEEE6		0	negatome
P17036	Q9UHX1	CRC-EEF50906695779A6	CRC-619F3C30D1C5951C		0	negatome
P17036	Q70SY1	CRC-EEF50906695779A6	CRC-64699072EEB454D3		0	negatome
P17036	Q8TBX8	CRC-EEF50906695779A6	CRC-65D1CBCF0826D476		0	negatome
P17036	P62158	CRC-EEF50906695779A6	CRC-6B4BC3FCDE10727B		0	negatome
P17036	Q93096	CRC-EEF50906695779A6	CRC-702008013D3F3835		0	negatome
P17036	Q92730	CRC-EEF50906695779A6	CRC-9FD56ACB878FBCCA		0	negatome
P17036	Q9NQX6	CRC-EEF50906695779A6	CRC-A9DB42D0870A7767		0	negatome
P17036	P31150	CRC-EEF50906695779A6	CRC-BC283A445E50A652		0	negatome
P17036	Q9UHR5	CRC-EEF50906695779A6	CRC-C48CEFBD73CE82BC		0	negatome
P17036	Q9UH92	CRC-EEF50906695779A6	CRC-D1981730051473C5		0	negatome
P17036	Q9H6S3	CRC-EEF50906695779A6	CRC-DAB07744B04CFEE2		0	negatome
P17036	P18847	CRC-EEF50906695779A6	CRC-EC5D8F065EEE2D9C		0	negatome
P17036	P36915	CRC-EEF50906695779A6	CRC-F8EBB4EDBB73D929		0	negatome
Q9P2H0	Q9UKY1	CRC-EF181D0177691D00	CRC-66CF1CEC5EF824E5		0	negatome
Q9P2H0	Q9P2H0	CRC-EF181D0177691D00	CRC-EF181D0177691D00		0	negatome
P40425	Q9BQG0	CRC-EF2FFA158C4DAF68	CRC-0B053465D5B3511F		0	negatome
P02554	Q8HY58	CRC-EF71423B12C5E1B2	CRC-2077CDDAFB8D67C1		0	negatome
P04049	Q7L3B6	CRC-EF821B5349711BC3	CRC-46ACDDCE5D07B587		0	negatome
P04049	Q68CL8	CRC-EF821B5349711BC3	CRC-80E2311F79AEE457		0	negatome
P04049	Q9BR65	CRC-EF821B5349711BC3	CRC-EE6DC2D933E2856A		0	negatome
P21109	Q99733	CRC-EFE49ACB9D1E0F21	CRC-788E1F9F5BC8FD45		0	negatome
O43559	P61587	CRC-F06BFC662B531765	CRC-DD2D4021CD42BACC		0	negatome
Q8NI70	Q9H213	CRC-F073C2BA91FE0059	CRC-408C59F0CCAA6781		0	negatome
Q8NI70	Q9UKY1	CRC-F073C2BA91FE0059	CRC-66CF1CEC5EF824E5		0	negatome
Q8NI70	Q9P2H0	CRC-F073C2BA91FE0059	CRC-EF181D0177691D00		0	negatome
P35368	P41220	CRC-F081A23D2F943F7F	CRC-EFFE4AE47EF9AD8F		0	negatome
I0LJR4	I0LL25	CRC-F0DF88A35B525519	CRC-415BD253E1E8E0EC		0	negatome
P23818	Q62106	CRC-F0FF7031DADD7CEB	CRC-019301BE31D73278		0	negatome
P08621	Q05519	CRC-F1020BF5C40CF97D	CRC-1211E96DDC0A3182		0	negatome
P08621	Q02040	CRC-F1020BF5C40CF97D	CRC-639E88ECA8006CF2		0	negatome
P08621	Q01130	CRC-F1020BF5C40CF97D	CRC-68121AC4D35714FA		0	negatome
Q15329	Q8TAK5	CRC-F1408A755E67D879	CRC-DB0940BDDBF499C0		0	negatome
O14733	Q86Y07-2	CRC-F1B22E050F54299A	CRC-9F3F6FCC9280568F		0	negatome
P15311	P35240-1	CRC-F1B592CF49A7CC46	CRC-B1A1BF2BD5DA561C		0	negatome
Q96I24	Q9UHX1	CRC-F1BE223542BC197D	CRC-619F3C30D1C5951C		0	negatome
P35917	P35918	CRC-F1BF8A2BDEF99BE9	CRC-11859F8A58A33A39		0	negatome
P35917	Q00731	CRC-F1BF8A2BDEF99BE9	CRC-B5540B51E4BB6E17		0	negatome
P35917	Q00731	CRC-F1BF8A2BDEF99BE9	CRC-B5540B51E4BB6E17		0	negatome
B7Z018	Q02870	CRC-F1C8FD23A67609A8	CRC-DF6798F0B6E2DC22		0	negatome
P0A9H1	Q01831	CRC-F1CD9B2E2030D6A7	CRC-2F8C80D43FAA1256		0	negatome
P0A9H1	Q01831	CRC-F1CD9B2E2030D6A7	CRC-2F8C80D43FAA1256		0	negatome
Q13309	Q16526	CRC-F29B7C338A7A37E9	CRC-96A5B09A6364D3B9		0	negatome
Q13309	Q49AN0	CRC-F29B7C338A7A37E9	CRC-BF380424092BEBFB		0	negatome
Q13309	Q92574	CRC-F29B7C338A7A37E9	CRC-EF15509385C7AACC		0	negatome
P13236	P51677	CRC-F2EA7CF341B0E258	CRC-E95DCD7A6C643874		0	negatome
Q5RKV6	Q99547	CRC-F31729E0D1545F94	CRC-506D5274C839BD7E		0	negatome
Q5RKV6	Q9NPD3	CRC-F31729E0D1545F94	CRC-7A24E97897DAF313		0	negatome
Q5RKV6	Q9Y2L1	CRC-F31729E0D1545F94	CRC-92336BA0D06247FE		0	negatome
Q5RKV6	Q9NQT4	CRC-F31729E0D1545F94	CRC-C3C1FCB39D85B1EE		0	negatome
Q5RKV6	Q5RKV6	CRC-F31729E0D1545F94	CRC-F31729E0D1545F94		0	negatome
P42226	Q08211	CRC-F35075F1C1F2A677	CRC-A607DA8F4C4B217A		0	negatome
Q00987	Q9H2X6	CRC-F37CE163876BC983	CRC-6022D5710E8D2D93		0	negatome
P01586	P26955	CRC-F38EE7A9E361CAA2	CRC-8E30ECB42C67F89A		0	negatome
Q06643	Q9YP87	CRC-F41569459830ED4C	CRC-FC720DA743F62A2A		0	negatome
O60583	P28799	CRC-F449DFFC57FB196B	CRC-4E5947F1B4EDE619		0	negatome
P09225	Q9YP87	CRC-F496F83C685950D3	CRC-FC720DA743F62A2A		0	negatome
P43488	Q9YP87	CRC-F4B23A7CC0590459	CRC-FC720DA743F62A2A		0	negatome
P48995	Q9UBN4	CRC-F4CC57ADDFA320AE	CRC-77E4D27C374D660E		0	negatome
Q14653	Q9Y4K3	CRC-F536676FA78B0110	CRC-5AB9C255CCFEE749		0	negatome
P05230	P34741	CRC-F586E8BFB09F1580	CRC-7DA4159D54741054		0	negatome
P05230	Q86XR8	CRC-F586E8BFB09F1580	CRC-88FC47E7B33CE328		0	negatome
P09056	P42702	CRC-F5C65EF11A67A835	CRC-C8602897E359FCE5		0	negatome
P63167	Q7LDG7	CRC-F5E7647D092BEB3A	CRC-8B1321F864D24BC7		0	negatome
P28328	Q92968	CRC-F624F93C613FF2DB	CRC-1E85BEE04366C01C		0	negatome
P28328	P56589	CRC-F624F93C613FF2DB	CRC-3515A1F29656B7CC		0	negatome
P28328	Q9Y5Y5	CRC-F624F93C613FF2DB	CRC-57243AEE0B165C59		0	negatome
P28328	P28328	CRC-F624F93C613FF2DB	CRC-F624F93C613FF2DB		0	negatome
P70323	P97471	CRC-F6FE34621B2E7164	CRC-4FBDF5DED4442F86		0	negatome
P70323	P97454	CRC-F6FE34621B2E7164	CRC-D66B638DA76BC20B		0	negatome
P17918	Q9ESU6	CRC-F705CCBDD3205986	CRC-3D90F6D3254D5691		0	negatome
P37889	P55002	CRC-F74113CD292FF51C	CRC-1F193F2BE2EF1D05		0	negatome
P37889	Q9QZJ6	CRC-F74113CD292FF51C	CRC-8DDB1EECADE52E13		0	negatome
Q64289	Q9WTV5	CRC-F773637E64D3E99E	CRC-731BC90C3226B88B		0	negatome
O60566	Q7L7X3	CRC-F7871103A56E6B46	CRC-82941DEAEADC7651		0	negatome
O60566	P08700	CRC-F7871103A56E6B46	CRC-BB46F23FAC1259A4		0	negatome
O54880	P60881	CRC-F7B24EE46CBC43F5	CRC-FBED2B082A4CB6A6		0	negatome
P70196	Q8K4N8	CRC-F8389250425E4E2D	CRC-3B4C00C841FCDCA2		0	negatome
P70196	Q62523	CRC-F8389250425E4E2D	CRC-98CF20E3E6B8BE9C		0	negatome
P70196	Q8BFW7	CRC-F8389250425E4E2D	CRC-E34BE2EF2A3B7126		0	negatome
P61019	Q7L099	CRC-F8731E3F8FB399A3	CRC-E8657DF068BE4113		0	negatome
O95999	Q13489	CRC-F87C97F2B784BA4B	CRC-8581A00BA9AAB4A7		0	negatome
P30658	P56546	CRC-F89EF3CEF14ACA72	CRC-5A81B9D75A9E493B		0	negatome
P30658	P30658	CRC-F89EF3CEF14ACA72	CRC-F89EF3CEF14ACA72		0	negatome
P36915	Q9H9D4	CRC-F8EBB4EDBB73D929	CRC-0D3CDA7572D17721		0	negatome
P36915	Q92785	CRC-F8EBB4EDBB73D929	CRC-1044B4D3036075FC		0	negatome
P36915	Q8TAU0	CRC-F8EBB4EDBB73D929	CRC-10A279CFA3C8A6DB		0	negatome
P36915	Q16828	CRC-F8EBB4EDBB73D929	CRC-386612227F5D3B2A		0	negatome
P36915	Q9H2S9	CRC-F8EBB4EDBB73D929	CRC-42AE169A3E2E14D3		0	negatome
P36915	P41240	CRC-F8EBB4EDBB73D929	CRC-431023A88C54E00C		0	negatome
P36915	Q68DY1	CRC-F8EBB4EDBB73D929	CRC-4F631D271B872653		0	negatome
P36915	P62879	CRC-F8EBB4EDBB73D929	CRC-5D08FFA240ADEEE6		0	negatome
P36915	Q9UHX1	CRC-F8EBB4EDBB73D929	CRC-619F3C30D1C5951C		0	negatome
P36915	Q70SY1	CRC-F8EBB4EDBB73D929	CRC-64699072EEB454D3		0	negatome
P36915	Q8TBX8	CRC-F8EBB4EDBB73D929	CRC-65D1CBCF0826D476		0	negatome
P36915	P62158	CRC-F8EBB4EDBB73D929	CRC-6B4BC3FCDE10727B		0	negatome
P36915	Q02535	CRC-F8EBB4EDBB73D929	CRC-7FC38B56B4DCEFBC		0	negatome
P36915	Q92730	CRC-F8EBB4EDBB73D929	CRC-9FD56ACB878FBCCA		0	negatome
P36915	Q9NQX6	CRC-F8EBB4EDBB73D929	CRC-A9DB42D0870A7767		0	negatome
P36915	Q9UHR5	CRC-F8EBB4EDBB73D929	CRC-C48CEFBD73CE82BC		0	negatome
P36915	Q9UH92	CRC-F8EBB4EDBB73D929	CRC-D1981730051473C5		0	negatome
P36915	Q9H6S3	CRC-F8EBB4EDBB73D929	CRC-DAB07744B04CFEE2		0	negatome
P36915	Q14192	CRC-F8EBB4EDBB73D929	CRC-E94E3A7F6601F9F3		0	negatome
P36915	P36915	CRC-F8EBB4EDBB73D929	CRC-F8EBB4EDBB73D929		0	negatome
P24941	Q14186	CRC-F90A0F4E70910B51	CRC-3FEEFE1E49FD9ED0		0	negatome
P24941	P49736	CRC-F90A0F4E70910B51	CRC-52C6DC61F128B404		0	negatome
P24941	Q9UBD5	CRC-F90A0F4E70910B51	CRC-E713569A11B39B1C		0	negatome
P11473	Q96RL1	CRC-F95F300D042C4CB7	CRC-56B7699E42395861		0	negatome
P15499	Q9JJZ9	CRC-F9B80C14F2867BDE	CRC-0B9F9CF3B180DA82		0	negatome
P51141	Q9WV60	CRC-FA21ACAC48FF71E0	CRC-200C3FD1B38B4883		0	negatome
P16778	Q07812	CRC-FA39A37C51FFB4A3	CRC-6C0CDB0A7DEE4994		0	negatome
P16778	P21796	CRC-FA39A37C51FFB4A3	CRC-89BA3378B04020D5		0	negatome
P28651	Q9ERP3	CRC-FAA2B1678A9AEF54	CRC-6CD3429162D5BEFA		0	negatome
O27798	P02769	CRC-FB24B0159CC95E13	CRC-39167DFE768585D4		0	negatome
P23514	Q62824	CRC-FB44C55D13A9B101	CRC-C52FD3553BE75858		0	negatome
P15692	P39060	CRC-FB49F364446F4D01	CRC-23A327DCBD3B328D		0	negatome
Q20024	Q8T3B2	CRC-FB5CEDABDF576936	CRC-A786BAD17E087B7A		0	negatome
P60881	Q8VHQ7	CRC-FBED2B082A4CB6A6	CRC-0F994F4D85202400		0	negatome
P27701	Q03405	CRC-FC379855BD1CABDE	CRC-AB1963EA3DC77171		0	negatome
Q9UBB5	Q9UJW3	CRC-FC4E5E0CF9BA0FFA	CRC-65EC2AB7492D53B3		0	negatome
Q96B26	Q99547	CRC-FC8F5BAE74A1FF55	CRC-506D5274C839BD7E		0	negatome
Q96B26	Q9NPD3	CRC-FC8F5BAE74A1FF55	CRC-7A24E97897DAF313		0	negatome
P70452	Q549X6	CRC-FCD1477E1126CEC1	CRC-2AC218E2A4BE4C8D		0	negatome
Q8W420	Q93WK5	CRC-FDB9F994CBF0D017	CRC-13057E6AE6E50C00		0	negatome
Q8W420	Q9LVG4	CRC-FDB9F994CBF0D017	CRC-933B89129FA1974F		0	negatome
Q6ZNK6	Q9Y4K3	CRC-FE37A8C33F60BB42	CRC-5AB9C255CCFEE749		0	negatome
Q9NZQ7	Q9Y6W8	CRC-FE957086E62A31A8	CRC-214EC741C9BDC9FC		0	negatome
O75381	O96011	CRC-FED28F62A0B94E7F	CRC-DC26CE30021C7B8D		0	negatome
F6IB71	P08956	CRC-FF0167AC03BFCB97	CRC-C5B90A799C455318		0	negatome
F6IB71	P08957	CRC-FF0167AC03BFCB97	CRC-D41C02203747C965		0	negatome
P17948	P24666	CRC-FF3381EEFAF0787C	CRC-46617BD799313EED		0	negatome
P17948	P35968	CRC-FF3381EEFAF0787C	CRC-59E7C44B05CFEBB3		0	negatome
P17948	P49767	CRC-FF3381EEFAF0787C	CRC-9F598719DB3E014F		0	negatome
P17948	Q9NRA1	CRC-FF3381EEFAF0787C	CRC-CDE9E51F40633E78		0	negatome
P02609	Q8CGY6	CRC-FF5913861D2795F1	CRC-664CE68C55031578		0	negatome
O70373	P26039	CRC-FF6CBB5D91409E16	CRC-78832388E2392B8E		0	negatome
O15116	O95777	CRC-FF798CDA9447037A	CRC-15D26E6B75AA2EE1		0	negatome
O15116	Q9UK45	CRC-FF798CDA9447037A	CRC-7429DC0FB365C9C8		0	negatome
O15116	Q9Y4Y9	CRC-FF798CDA9447037A	CRC-82B5C8830E64C992		0	negatome
O15116	O15116	CRC-FF798CDA9447037A	CRC-FF798CDA9447037A		0	negatome
O75446	Q96QT6	CRC-FF84E06B17AFCAC2	CRC-239223BE9EAF619B		0	negatome
O75446	Q06330	CRC-FF84E06B17AFCAC2	CRC-91E50D2DE9087EDA		0	negatome
Q13586	Q9Y210	CRC-FFB5E7CB3D68A7A6	CRC-7C955C2B0389AC47		0	negatome
