From	To	crc_hash	source	description
Q13546	Q13546	CRC-976E2428D525A9B2	query	sp|Q13546|RIPK1_HUMAN Receptor-interacting serine/threonine-protein kinase 1 OS=Homo sapiens OX=9606 GN=RIPK1 PE=1 SV=3
Q01705	Q01705	CRC-97C91F69BABF02BF	query	sp|Q01705|NOTC1_MOUSE Neurogenic locus notch homolog protein 1 OS=Mus musculus OX=10090 GN=Notch1 PE=1 SV=3
Q9UBK2	Q9UBK2	CRC-97DDD3643051A5F1	query	sp|Q9UBK2|PRGC1_HUMAN Peroxisome proliferator-activated receptor gamma coactivator 1-alpha OS=Homo sapiens OX=9606 GN=PPARGC1A PE=1 SV=1
Q9Y294	Q9Y294	CRC-9819D531D3A9FC68	query	sp|Q9Y294|ASF1A_HUMAN Histone chaperone ASF1A OS=Homo sapiens OX=9606 GN=ASF1A PE=1 SV=1
P52603	P52603	CRC-9835588E26B8BA60	query	sp|P52603|KLCA2_ECOLX Antirestriction protein KlcA OS=Escherichia coli OX=562 GN=klcA PE=2 SV=1
P53667	P53667	CRC-9838BEFBE7006447	query	sp|P53667|LIMK1_HUMAN LIM domain kinase 1 OS=Homo sapiens OX=9606 GN=LIMK1 PE=1 SV=3
P20338	P20338	CRC-983D65E1162741B0	query	sp|P20338|RAB4A_HUMAN Ras-related protein Rab-4A OS=Homo sapiens OX=9606 GN=RAB4A PE=1 SV=3
Q92985	Q92985	CRC-9863C147514652DE	query	sp|Q92985|IRF7_HUMAN Interferon regulatory factor 7 OS=Homo sapiens OX=9606 GN=IRF7 PE=1 SV=2
O08785	O08785	CRC-9864D947049742F4	query	sp|O08785|CLOCK_MOUSE Circadian locomoter output cycles protein kaput OS=Mus musculus OX=10090 GN=Clock PE=1 SV=1
Q99909	Q99909	CRC-988294793159C36E	query	sp|Q99909|SSX3_HUMAN Protein SSX3 OS=Homo sapiens OX=9606 GN=SSX3 PE=1 SV=2
Q15543	Q15543	CRC-98B62FF1BC8E7B77	query	sp|Q15543|TAF13_HUMAN Transcription initiation factor TFIID subunit 13 OS=Homo sapiens OX=9606 GN=TAF13 PE=1 SV=1
P07196	P07196	CRC-98C1712D8ACFF33A	query	sp|P07196|NFL_HUMAN Neurofilament light polypeptide OS=Homo sapiens OX=9606 GN=NEFL PE=1 SV=3
Q62523	Q62523	CRC-98CF20E3E6B8BE9C	query	sp|Q62523|ZYX_MOUSE Zyxin OS=Mus musculus OX=10090 GN=Zyx PE=1 SV=2
P38936	P38936	CRC-98D1E7C519ADFCA9	query	sp|P38936|CDN1A_HUMAN Cyclin-dependent kinase inhibitor 1 OS=Homo sapiens OX=9606 GN=CDKN1A PE=1 SV=3
P31750	P31750	CRC-98DF28E5EFE03730	query	sp|P31750|AKT1_MOUSE RAC-alpha serine/threonine-protein kinase OS=Mus musculus OX=10090 GN=Akt1 PE=1 SV=2
P15307	P15307	CRC-98FC237B6D140416	query	sp|P15307|REL_MOUSE Proto-oncogene c-Rel OS=Mus musculus OX=10090 GN=Rel PE=1 SV=2
P26450	P26450	CRC-9975D7AD8BABBA9C	query	sp|P26450|P85A_MOUSE Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Mus musculus OX=10090 GN=Pik3r1 PE=1 SV=2
P06753	P06753	CRC-99EAD24C45460A14	query	sp|P06753|TPM3_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=2
P63162	P63162	CRC-9A176D043561474C	query	sp|P63162|RSMN_HUMAN Small nuclear ribonucleoprotein-associated protein N OS=Homo sapiens OX=9606 GN=SNRPN PE=1 SV=1
O75531	O75531	CRC-9A2180A2D284F5D0	query	sp|O75531|BAF_HUMAN Barrier-to-autointegration factor OS=Homo sapiens OX=9606 GN=BANF1 PE=1 SV=1
P80370	P80370	CRC-9A2813B2801A98BD	query	sp|P80370|DLK1_HUMAN Protein delta homolog 1 OS=Homo sapiens OX=9606 GN=DLK1 PE=1 SV=3
O60260	O60260	CRC-9A8BB802A3FC84C3	query	sp|O60260|PRKN_HUMAN E3 ubiquitin-protein ligase parkin OS=Homo sapiens OX=9606 GN=PRKN PE=1 SV=2
Q58DJ8	Q58DJ8	CRC-9AF25ABADC951805	query	tr|Q58DJ8|Q58DJ8_BOVIN T-complex protein 1 subunit gamma OS=Bos taurus OX=9913 GN=CCT3 PE=2 SV=1
P62937	P62937	CRC-9B2E637A555E4434	query	sp|P62937|PPIA_HUMAN Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2
P0A6S5	P0A6S5	CRC-9B50A7EF637809D7	query	sp|P0A6S5|FTSB_ECOLI Cell division protein FtsB OS=Escherichia coli (strain K12) OX=83333 GN=ftsB PE=1 SV=1
P21981	P21981	CRC-9B64B074D3F837DE	query	sp|P21981|TGM2_MOUSE Protein-glutamine gamma-glutamyltransferase 2 OS=Mus musculus OX=10090 GN=Tgm2 PE=1 SV=4
Q16046	Q16046	CRC-9BA4B410B65B6CB1	query	tr|Q16046|Q16046_HUMAN H-RAS protein (Fragment) OS=Homo sapiens OX=9606 GN=H-RAS PE=4 SV=1
O70622	O70622	CRC-9BBD8F372CF63AD3	query	sp|O70622|RTN2_MOUSE Reticulon-2 OS=Mus musculus OX=10090 GN=Rtn2 PE=1 SV=1
Q03059	Q03059	CRC-9BE0010779C8AE6D	query	sp|Q03059|CLAT_MOUSE Choline O-acetyltransferase OS=Mus musculus OX=10090 GN=Chat PE=2 SV=2
P14625	P14625	CRC-9BF6705A7A2ED0D0	query	sp|P14625|ENPL_HUMAN Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1
Q9WU82	Q9WU82	CRC-9C29186B6DD54B87	query	sp|Q9WU82|CTNB1_RAT Catenin beta-1 OS=Rattus norvegicus OX=10116 GN=Ctnnb1 PE=1 SV=1
Q0VC48	Q0VC48	CRC-9C4BBE388C1B7ED2	query	sp|Q0VC48|TMOD4_BOVIN Tropomodulin-4 OS=Bos taurus OX=9913 GN=TMOD4 PE=2 SV=1
Q8N668	Q8N668	CRC-9C810AECA67011DC	query	sp|Q8N668|COMD1_HUMAN COMM domain-containing protein 1 OS=Homo sapiens OX=9606 GN=COMMD1 PE=1 SV=1
P07620	P07620	CRC-9CB45EB82B8ADBCE	query	sp|P07620|PARA_ECOLX Plasmid partition protein A OS=Escherichia coli OX=562 GN=parA PE=1 SV=1
Q9CQD1	Q9CQD1	CRC-9CDE2FD9B37C261A	query	sp|Q9CQD1|RAB5A_MOUSE Ras-related protein Rab-5A OS=Mus musculus OX=10090 GN=Rab5a PE=1 SV=1
Q8BPB5	Q8BPB5	CRC-9CEDC7BF2FF9430F	query	sp|Q8BPB5|FBLN3_MOUSE EGF-containing fibulin-like extracellular matrix protein 1 OS=Mus musculus OX=10090 GN=Efemp1 PE=1 SV=1
O60683	O60683	CRC-9CF2CE5E4C797799	query	sp|O60683|PEX10_HUMAN Peroxisome biogenesis factor 10 OS=Homo sapiens OX=9606 GN=PEX10 PE=1 SV=1
P56597	P56597	CRC-9D37CD80338159A1	query	sp|P56597|NDK5_HUMAN Nucleoside diphosphate kinase homolog 5 OS=Homo sapiens OX=9606 GN=NME5 PE=1 SV=1
P98170	P98170	CRC-9D394C16D45EB635	query	sp|P98170|XIAP_HUMAN E3 ubiquitin-protein ligase XIAP OS=Homo sapiens OX=9606 GN=XIAP PE=1 SV=2
Q00262	Q00262	CRC-9D82330D0F5CA2F4	query	sp|Q00262|STX2_MOUSE Syntaxin-2 OS=Mus musculus OX=10090 GN=Stx2 PE=1 SV=1
O24456	O24456	CRC-9DA103C4300FE96B	query	sp|O24456|GBLPA_ARATH Receptor for activated C kinase 1A OS=Arabidopsis thaliana OX=3702 GN=RACK1A PE=1 SV=2
P01100	P01100	CRC-9E3B2969347C90C8	query	sp|P01100|FOS_HUMAN Protein c-Fos OS=Homo sapiens OX=9606 GN=FOS PE=1 SV=1
P09326	P09326	CRC-9E46D76FC36A512C	query	sp|P09326|CD48_HUMAN CD48 antigen OS=Homo sapiens OX=9606 GN=CD48 PE=1 SV=2
P17252	P17252	CRC-9EB157789A062349	query	sp|P17252|KPCA_HUMAN Protein kinase C alpha type OS=Homo sapiens OX=9606 GN=PRKCA PE=1 SV=4
Q86Y07-2	Q86Y07	CRC-9F3F6FCC9280568F	query	sp|Q86Y07|VRK2_HUMAN Serine/threonine-protein kinase VRK2 OS=Homo sapiens OX=9606 GN=VRK2 PE=1 SV=3
Q86Y07	Q86Y07	CRC-9F3F6FCC9280568F	query	sp|Q86Y07|VRK2_HUMAN Serine/threonine-protein kinase VRK2 OS=Homo sapiens OX=9606 GN=VRK2 PE=1 SV=3
P49767	P49767	CRC-9F598719DB3E014F	query	sp|P49767|VEGFC_HUMAN Vascular endothelial growth factor C OS=Homo sapiens OX=9606 GN=VEGFC PE=1 SV=1
P00757	P00757	CRC-9F6690E21982C3DC	query	sp|P00757|K1KB4_MOUSE Kallikrein 1-related peptidase-like b4 OS=Mus musculus OX=10090 GN=Klk1b4 PE=1 SV=1
P63096	P63096	CRC-9F88311B46E62DE3	query	sp|P63096|GNAI1_HUMAN Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Homo sapiens OX=9606 GN=GNAI1 PE=1 SV=2
P24394	P24394	CRC-9F886DF5612297F8	query	sp|P24394|IL4RA_HUMAN Interleukin-4 receptor subunit alpha OS=Homo sapiens OX=9606 GN=IL4R PE=1 SV=1
Q9JMB0	Q9JMB0	CRC-9F8BCF183CEE37B8	query	sp|Q9JMB0|GKAP1_MOUSE G kinase-anchoring protein 1 OS=Mus musculus OX=10090 GN=Gkap1 PE=1 SV=1
Q9QZQ1	Q9QZQ1	CRC-9FA4F378D840D8B1	query	sp|Q9QZQ1|AFAD_MOUSE Afadin OS=Mus musculus OX=10090 GN=Afdn PE=1 SV=3
Q92730	Q92730	CRC-9FD56ACB878FBCCA	query	sp|Q92730|RND1_HUMAN Rho-related GTP-binding protein Rho6 OS=Homo sapiens OX=9606 GN=RND1 PE=1 SV=1
P06729	P06729	CRC-A03D853C3B618917	query	sp|P06729|CD2_HUMAN T-cell surface antigen CD2 OS=Homo sapiens OX=9606 GN=CD2 PE=1 SV=2
O54968	O54968	CRC-A07478F07F0C90B2	query	sp|O54968|NF2L2_RAT Nuclear factor erythroid 2-related factor 2 OS=Rattus norvegicus OX=10116 GN=Nfe2l2 PE=1 SV=2
P05067	P05067	CRC-A12EE761403740F5	query	sp|P05067|A4_HUMAN Amyloid-beta precursor protein OS=Homo sapiens OX=9606 GN=APP PE=1 SV=3
P07766	P07766	CRC-A1603D01CE9957D7	query	sp|P07766|CD3E_HUMAN T-cell surface glycoprotein CD3 epsilon chain OS=Homo sapiens OX=9606 GN=CD3E PE=1 SV=2
Q9QVP9	Q9QVP9	CRC-A17C858ECC9990E9	query	sp|Q9QVP9|FAK2_MOUSE Protein-tyrosine kinase 2-beta OS=Mus musculus OX=10090 GN=Ptk2b PE=1 SV=2
Q99575	Q99575	CRC-A1DB872F3B940C02	query	sp|Q99575|POP1_HUMAN Ribonucleases P/MRP protein subunit POP1 OS=Homo sapiens OX=9606 GN=POP1 PE=1 SV=2
P33176	P33176	CRC-A1FE5760C3250C8B	query	sp|P33176|KINH_HUMAN Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1
Q16611	Q16611	CRC-A2200FE72A46D04E	query	sp|Q16611|BAK_HUMAN Bcl-2 homologous antagonist/killer OS=Homo sapiens OX=9606 GN=BAK1 PE=1 SV=1
P11632	P11632	CRC-A227296A12D440D8	query	sp|P11632|NHP6A_YEAST Non-histone chromosomal protein 6A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NHP6A PE=1 SV=1
Q9NNX6	Q9NNX6	CRC-A23FA246014533C0	query	sp|Q9NNX6|CD209_HUMAN CD209 antigen OS=Homo sapiens OX=9606 GN=CD209 PE=1 SV=1
P42858	P42858	CRC-A267509E84D52F0D	query	sp|P42858|HD_HUMAN Huntingtin OS=Homo sapiens OX=9606 GN=HTT PE=1 SV=2
P62813	P62813	CRC-A270B43423B4086E	query	sp|P62813|GBRA1_RAT Gamma-aminobutyric acid receptor subunit alpha-1 OS=Rattus norvegicus OX=10116 GN=Gabra1 PE=1 SV=1
P35570	P35570	CRC-A274BC7540CA85C5	query	sp|P35570|IRS1_RAT Insulin receptor substrate 1 OS=Rattus norvegicus OX=10116 GN=Irs1 PE=1 SV=1
P51149	P51149	CRC-A2AF33B16A672971	query	sp|P51149|RAB7A_HUMAN Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1
P51150	P51150	CRC-A2AF33B16A672971	query	sp|P51150|RAB7A_MOUSE Ras-related protein Rab-7a OS=Mus musculus OX=10090 GN=Rab7a PE=1 SV=2
P05121	P05121	CRC-A2E181ED28DD6082	query	sp|P05121|PAI1_HUMAN Plasminogen activator inhibitor 1 OS=Homo sapiens OX=9606 GN=SERPINE1 PE=1 SV=1
P28738	P28738	CRC-A36BC903603D8748	query	sp|P28738|KIF5C_MOUSE Kinesin heavy chain isoform 5C OS=Mus musculus OX=10090 GN=Kif5c PE=1 SV=3
P24786	P24786	CRC-A3C6716B10D28540	query	sp|P24786|NTRK3_PIG NT-3 growth factor receptor OS=Sus scrofa OX=9823 GN=NTRK3 PE=2 SV=1
P07949	P07949	CRC-A3DA0CE01A19A441	query	sp|P07949|RET_HUMAN Proto-oncogene tyrosine-protein kinase receptor Ret OS=Homo sapiens OX=9606 GN=RET PE=1 SV=3
Q9BUZ4	Q9BUZ4	CRC-A3F57E0E1081AB88	query	sp|Q9BUZ4|TRAF4_HUMAN TNF receptor-associated factor 4 OS=Homo sapiens OX=9606 GN=TRAF4 PE=1 SV=1
Q8VY16	Q8VY16	CRC-A3F6FB34A264657E	query	sp|Q8VY16|CDP1_ARATH Plastid division protein CDP1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CDP1 PE=1 SV=2
P15559	P15559	CRC-A4010462AD00F3FE	query	sp|P15559|NQO1_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1
P21183	P21183	CRC-A4326D2922571C08	query	sp|P21183|IL5RA_MOUSE Interleukin-5 receptor subunit alpha OS=Mus musculus OX=10090 GN=Il5ra PE=1 SV=1
Q15750-2	Q15750	CRC-A45743288718983A	query	sp|Q15750|TAB1_HUMAN TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 OS=Homo sapiens OX=9606 GN=TAB1 PE=1 SV=1
Q15750	Q15750	CRC-A45743288718983A	query	sp|Q15750|TAB1_HUMAN TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 OS=Homo sapiens OX=9606 GN=TAB1 PE=1 SV=1
O15350	O15350	CRC-A467493C5D93EEE0	query	sp|O15350|P73_HUMAN Tumor protein p73 OS=Homo sapiens OX=9606 GN=TP73 PE=1 SV=1
O30916	O30916	CRC-A484B55502CFA643	query	sp|O30916|SOPB_SALTY Inositol phosphate phosphatase SopB OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=sopB PE=1 SV=2
Q9Y6Q1	Q9Y6Q1	CRC-A48E5291169B1028	query	sp|Q9Y6Q1|CAN6_HUMAN Calpain-6 OS=Homo sapiens OX=9606 GN=CAPN6 PE=1 SV=2
O43541	O43541	CRC-A4B928AE2D34EBC2	query	sp|O43541|SMAD6_HUMAN Mothers against decapentaplegic homolog 6 OS=Homo sapiens OX=9606 GN=SMAD6 PE=1 SV=2
Q8TEW0	Q8TEW0	CRC-A4FD3F4F9AD8B92A	query	sp|Q8TEW0|PARD3_HUMAN Partitioning defective 3 homolog OS=Homo sapiens OX=9606 GN=PARD3 PE=1 SV=2
P60228	P60228	CRC-A5368651DD0DDD0C	query	sp|P60228|EIF3E_HUMAN Eukaryotic translation initiation factor 3 subunit E OS=Homo sapiens OX=9606 GN=EIF3E PE=1 SV=1
Q924H2	Q924H2	CRC-A536FF2A75AE0771	query	sp|Q924H2|MED15_MOUSE Mediator of RNA polymerase II transcription subunit 15 OS=Mus musculus OX=10090 GN=Med15 PE=1 SV=3
Q04656	Q04656	CRC-A54F17EA08FDACDB	query	sp|Q04656|ATP7A_HUMAN Copper-transporting ATPase 1 OS=Homo sapiens OX=9606 GN=ATP7A PE=1 SV=4
G8JZS0	G8JZS0	CRC-A568B948A0217846	query	tr|G8JZS0|G8JZS0_BORBU ErpA protein OS=Borreliella burgdorferi (strain ATCC 35210 / DSM 4680 / CIP 102532 / B31) OX=224326 GN=erpA PE=4 SV=1
Q7TSA3	Q7TSA3	CRC-A5B4584BAC882B93	query	sp|Q7TSA3|BTLA_MOUSE B- and T-lymphocyte attenuator OS=Mus musculus OX=10090 GN=Btla PE=1 SV=2
P13725	P13725	CRC-A5BE281175D101B9	query	sp|P13725|ONCM_HUMAN Oncostatin-M OS=Homo sapiens OX=9606 GN=OSM PE=1 SV=2
O24017	O24017	CRC-A5BF4F2C01297120	query	tr|O24017|O24017_SOLLC Resistance complex protein I2C-3 (Fragment) OS=Solanum lycopersicum OX=4081 GN=I2C-3 PE=2 SV=1
O82533	O82533	CRC-A5CE7F111C962044	query	sp|O82533|FTZ21_ARATH Cell division protein FtsZ homolog 2-1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=FTSZ2-1 PE=1 SV=2
P18653	P18653	CRC-A5D8E5E5FDBCE4BF	query	sp|P18653|KS6A1_MOUSE Ribosomal protein S6 kinase alpha-1 OS=Mus musculus OX=10090 GN=Rps6ka1 PE=1 SV=1
Q08211	Q08211	CRC-A607DA8F4C4B217A	query	sp|Q08211|DHX9_HUMAN ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4
P26641	P26641	CRC-A6110663110CF3FC	query	sp|P26641|EF1G_HUMAN Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3
P20226	P20226	CRC-A61A578D972B970B	query	sp|P20226|TBP_HUMAN TATA-box-binding protein OS=Homo sapiens OX=9606 GN=TBP PE=1 SV=2
Q15024	Q15024	CRC-A674F745CEC61BBB	query	sp|Q15024|EXOS7_HUMAN Exosome complex component RRP42 OS=Homo sapiens OX=9606 GN=EXOSC7 PE=1 SV=3
O95361	O95361	CRC-A6760717937D82F8	query	sp|O95361|TRI16_HUMAN Tripartite motif-containing protein 16 OS=Homo sapiens OX=9606 GN=TRIM16 PE=1 SV=3
O43929	O43929	CRC-A7020B6690E30B4E	query	sp|O43929|ORC4_HUMAN Origin recognition complex subunit 4 OS=Homo sapiens OX=9606 GN=ORC4 PE=1 SV=2
Q8T3B2	Q8T3B2	CRC-A786BAD17E087B7A	entry-archive	Q8T3B2: EV=5-113 SV=2 OX=6239 OS=Caenorhabditis elegans
Q61982	Q61982	CRC-A80D1F75AFF0185A	query	sp|Q61982|NOTC3_MOUSE Neurogenic locus notch homolog protein 3 OS=Mus musculus OX=10090 GN=Notch3 PE=1 SV=1
Q8AVZ3	Q8AVZ3	CRC-A81D96C89F9AD945	query	tr|Q8AVZ3|Q8AVZ3_XENLA Lmnb1-prov protein OS=Xenopus laevis OX=8355 GN=lmnb1.L PE=2 SV=1
Q9CQA5	Q9CQA5	CRC-A827D43766AAAD52	query	sp|Q9CQA5|MED4_MOUSE Mediator of RNA polymerase II transcription subunit 4 OS=Mus musculus OX=10090 GN=Med4 PE=1 SV=1
P54645	P54645	CRC-A869C340A85785ED	query	sp|P54645|AAPK1_RAT 5'-AMP-activated protein kinase catalytic subunit alpha-1 OS=Rattus norvegicus OX=10116 GN=Prkaa1 PE=1 SV=2
P27037	P27037	CRC-A89822E880979618	query	sp|P27037|AVR2A_HUMAN Activin receptor type-2A OS=Homo sapiens OX=9606 GN=ACVR2A PE=1 SV=1
P48023	P48023	CRC-A8A6EB358246E9BB	query	sp|P48023|TNFL6_HUMAN Tumor necrosis factor ligand superfamily member 6 OS=Homo sapiens OX=9606 GN=FASLG PE=1 SV=1
Q8R0K9	Q8R0K9	CRC-A8BD1A24B38C2B01	query	sp|Q8R0K9|E2F4_MOUSE Transcription factor E2F4 OS=Mus musculus OX=10090 GN=E2f4 PE=1 SV=1
Q6PFX9	Q6PFX9	CRC-A90360DC665FFCC0	query	sp|Q6PFX9|TNKS1_MOUSE Poly [ADP-ribose] polymerase tankyrase-1 OS=Mus musculus OX=10090 GN=Tnks PE=1 SV=1
P08238	P08238	CRC-A93118C214D03810	query	sp|P08238|HS90B_HUMAN Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4
Q13077	Q13077	CRC-A956A123A40D284A	query	sp|Q13077|TRAF1_HUMAN TNF receptor-associated factor 1 OS=Homo sapiens OX=9606 GN=TRAF1 PE=1 SV=1
Q9R0T4	Q9R0T4	CRC-A9AEE28EB797A547	query	sp|Q9R0T4|CADH1_RAT Cadherin-1 OS=Rattus norvegicus OX=10116 GN=Cdh1 PE=1 SV=1
Q3T1J5	Q3T1J5	CRC-A9CB8F70AB408A37	query	tr|Q3T1J5|Q3T1J5_RAT Ank3 protein OS=Rattus norvegicus OX=10116 GN=Ank3 PE=1 SV=1
Q9NQX6	Q9NQX6	CRC-A9DB42D0870A7767	query	sp|Q9NQX6|ZN331_HUMAN Zinc finger protein 331 OS=Homo sapiens OX=9606 GN=ZNF331 PE=1 SV=1
P07200	P07200	CRC-A9FC32859BA6AF06	query	sp|P07200|TGFB1_PIG Transforming growth factor beta-1 proprotein OS=Sus scrofa OX=9823 GN=TGFB1 PE=1 SV=2
P35288	P35288	CRC-AA1F2B25BAECD3E6	query	sp|P35288|RAB23_MOUSE Ras-related protein Rab-23 OS=Mus musculus OX=10090 GN=Rab23 PE=1 SV=2
Q04863	Q04863	CRC-AA49781A891ED7B8	query	sp|Q04863|RELB_MOUSE Transcription factor RelB OS=Mus musculus OX=10090 GN=Relb PE=1 SV=2
P15531	P15531	CRC-AAE9C0DF63CB70A1	query	sp|P15531|NDKA_HUMAN Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1 PE=1 SV=1
Q03405	Q03405	CRC-AB1963EA3DC77171	query	sp|Q03405|UPAR_HUMAN Urokinase plasminogen activator surface receptor OS=Homo sapiens OX=9606 GN=PLAUR PE=1 SV=1
P54274	P54274	CRC-AB548E7D3124A211	query	sp|P54274|TERF1_HUMAN Telomeric repeat-binding factor 1 OS=Homo sapiens OX=9606 GN=TERF1 PE=1 SV=3
P37238	P37238	CRC-AB8F3F6086E2A10A	query	sp|P37238|PPARG_MOUSE Peroxisome proliferator-activated receptor gamma OS=Mus musculus OX=10090 GN=Pparg PE=1 SV=3
Q16665	Q16665	CRC-ABD4F7DAA135BE2D	query	sp|Q16665|HIF1A_HUMAN Hypoxia-inducible factor 1-alpha OS=Homo sapiens OX=9606 GN=HIF1A PE=1 SV=1
P49023	P49023	CRC-ABF6C0BE5939623F	query	sp|P49023|PAXI_HUMAN Paxillin OS=Homo sapiens OX=9606 GN=PXN PE=1 SV=3
P15498	P15498	CRC-AC3BC9736FD2F138	query	sp|P15498|VAV_HUMAN Proto-oncogene vav OS=Homo sapiens OX=9606 GN=VAV1 PE=1 SV=4
P55258	P55258	CRC-AC89DC85588FB8F8	query	sp|P55258|RAB8A_MOUSE Ras-related protein Rab-8A OS=Mus musculus OX=10090 GN=Rab8a PE=1 SV=2
Q9UM13	Q9UM13	CRC-ACA7F245B3861FF5	query	sp|Q9UM13|APC10_HUMAN Anaphase-promoting complex subunit 10 OS=Homo sapiens OX=9606 GN=ANAPC10 PE=1 SV=1
P63001	P63001	CRC-ACEDF83A45E5EA67	query	sp|P63001|RAC1_MOUSE Ras-related C3 botulinum toxin substrate 1 OS=Mus musculus OX=10090 GN=Rac1 PE=1 SV=1
P40424	P40424	CRC-AD3FFACBC5A9E715	query	sp|P40424|PBX1_HUMAN Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens OX=9606 GN=PBX1 PE=1 SV=1
P04637	P04637	CRC-AD5C149FD8106131	query	sp|P04637|P53_HUMAN Cellular tumor antigen p53 OS=Homo sapiens OX=9606 GN=TP53 PE=1 SV=4
P23297	P23297	CRC-AD5E53AF326B25D2	query	sp|P23297|S10A1_HUMAN Protein S100-A1 OS=Homo sapiens OX=9606 GN=S100A1 PE=1 SV=2
Q8C129	Q8C129	CRC-AD6F98196EBA683B	query	sp|Q8C129|LCAP_MOUSE Leucyl-cystinyl aminopeptidase OS=Mus musculus OX=10090 GN=Lnpep PE=1 SV=1
P11799-3	P11799	CRC-AD7D8A3B69EE3363	query	sp|P11799|MYLK_CHICK Myosin light chain kinase, smooth muscle OS=Gallus gallus OX=9031 GN=Mylk PE=1 SV=2
P25916	P25916	CRC-AD7DECDB6B29DCE5	query	sp|P25916|BMI1_MOUSE Polycomb complex protein BMI-1 OS=Mus musculus OX=10090 GN=Bmi1 PE=1 SV=1
O00459	O00459	CRC-ADAC3E4B61F3F44A	query	sp|O00459|P85B_HUMAN Phosphatidylinositol 3-kinase regulatory subunit beta OS=Homo sapiens OX=9606 GN=PIK3R2 PE=1 SV=2
G3V608	G3V608	CRC-ADAC63664E97A520	query	tr|G3V608|G3V608_RAT Colony-stimulating factor 2 receptor subunit beta OS=Rattus norvegicus OX=10116 GN=Csf2rb PE=4 SV=3
O95405	O95405	CRC-ADE5CB530C1272C6	query	sp|O95405|ZFYV9_HUMAN Zinc finger FYVE domain-containing protein 9 OS=Homo sapiens OX=9606 GN=ZFYVE9 PE=1 SV=2
P04163	P04163	CRC-AE03A6E7DD7A8D65	query	sp|P04163|S10AA_PIG Protein S100-A10 OS=Sus scrofa OX=9823 GN=S100A10 PE=1 SV=2
Q07731	Q07731	CRC-AE06C646682895A5	query	sp|Q07731|GDNF_RAT Glial cell line-derived neurotrophic factor OS=Rattus norvegicus OX=10116 GN=Gdnf PE=1 SV=1
O75888	O75888	CRC-AE1A6B9457F6E298	query	sp|O75888|TNF13_HUMAN Tumor necrosis factor ligand superfamily member 13 OS=Homo sapiens OX=9606 GN=TNFSF13 PE=1 SV=1
O75419	O75419	CRC-AE1BE2C8C8E5F867	query	sp|O75419|CDC45_HUMAN Cell division control protein 45 homolog OS=Homo sapiens OX=9606 GN=CDC45 PE=1 SV=1
P97428	P97428	CRC-AE3D798F15787392	query	sp|P97428|RGS16_MOUSE Regulator of G-protein signaling 16 OS=Mus musculus OX=10090 GN=Rgs16 PE=1 SV=1
P13405	P13405	CRC-AE81D35A07ADB493	query	sp|P13405|RB_MOUSE Retinoblastoma-associated protein OS=Mus musculus OX=10090 GN=Rb1 PE=1 SV=2
P08069	P08069	CRC-AE8A735F87F745C8	query	sp|P08069|IGF1R_HUMAN Insulin-like growth factor 1 receptor OS=Homo sapiens OX=9606 GN=IGF1R PE=1 SV=1
Q03167	Q03167	CRC-AEC56C4477C003B2	query	sp|Q03167|TGBR3_HUMAN Transforming growth factor beta receptor type 3 OS=Homo sapiens OX=9606 GN=TGFBR3 PE=1 SV=3
Q00960	Q00960	CRC-AEF8B9DF3C1B0D5D	query	sp|Q00960|NMDE2_RAT Glutamate receptor ionotropic, NMDA 2B OS=Rattus norvegicus OX=10116 GN=Grin2b PE=1 SV=1
Q9JIF0	Q9JIF0	CRC-AEFCF63001B1A38C	query	sp|Q9JIF0|ANM1_MOUSE Protein arginine N-methyltransferase 1 OS=Mus musculus OX=10090 GN=Prmt1 PE=1 SV=1
Q9UDV6	Q9UDV6	CRC-AF0F7EEC8A482F8A	query	sp|Q9UDV6|ZN212_HUMAN Zinc finger protein 212 OS=Homo sapiens OX=9606 GN=ZNF212 PE=1 SV=3
